Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,city,lat,lng
14617,2021-09-01 18:00:00,2021-09-01 00:00:00,2021-09-01 05:25:00,Vasai,254,PUBLIC INTOXICATION,31,M,Firearm,Other Crime,2,No,,,,
14622,2021-09-02 14:00:00,2021-09-01 05:00:00,2021-09-01 21:46:00,Nashik,566,TRAFFIC VIOLATION,71,F,Other,Traffic Fatality,11,Yes,09-09-2021 14:00,,,
14633,2021-09-03 04:00:00,2021-09-01 16:00:00,2021-09-01 20:59:00,Visakhapatnam,524,DOMESTIC VIOLENCE,14,M,Firearm,Violent Crime,8,Yes,28-09-2021 04:00,,,
14664,2021-09-05 15:00:00,2021-09-02 23:00:00,2021-09-03 03:34:00,Vasai,437,FRAUD,24,F,Blunt Object,Other Crime,6,Yes,10-10-2021 15:00,,,
14678,2021-09-05 02:00:00,2021-09-03 13:00:00,2021-09-04 07:02:00,Visakhapatnam,462,ASSAULT,41,F,Explosives,Violent Crime,8,Yes,29-10-2021 02:00,,,
14712,2021-09-06 22:00:00,2021-09-04 23:00:00,2021-09-05 07:57:00,Nashik,494,FRAUD,75,F,Explosives,Other Crime,12,Yes,19-10-2021 22:00,,,
14734,2021-09-06 12:00:00,2021-09-05 21:00:00,2021-09-06 13:56:00,Visakhapatnam,432,FIREARM OFFENSE,44,F,Firearm,Fire Accident,19,No,,,,
14775,2021-09-07 17:00:00,2021-09-07 14:00:00,2021-09-07 16:20:00,Visakhapatnam,395,SEXUAL ASSAULT,28,M,Blunt Object,Violent Crime,5,No,,,,
14796,2021-09-10 10:00:00,2021-09-08 11:00:00,2021-09-09 02:15:00,Nashik,469,VANDALISM,35,F,Firearm,Other Crime,16,No,,,,
14869,2021-09-12 23:00:00,2021-09-11 12:00:00,2021-09-11 16:01:00,Nashik,244,CYBERCRIME,61,F,Other,Other Crime,5,Yes,06-12-2021 23:00,,,
14876,2021-09-12 17:00:00,2021-09-11 19:00:00,2021-09-12 14:37:00,Visakhapatnam,304,ROBBERY,13,F,,Violent Crime,9,Yes,06-12-2021 17:00,,,
14986,2021-09-17 07:00:00,2021-09-16 09:00:00,2021-09-16 10:34:00,Visakhapatnam,364,VEHICLE - STOLEN,49,M,Poison,Violent Crime,18,Yes,05-12-2021 07:00,,,
15004,2021-09-17 14:00:00,2021-09-17 03:00:00,2021-09-18 02:35:00,Vasai,196,DRUG OFFENSE,79,M,Poison,Other Crime,6,No,,,,
15032,2021-09-18 16:00:00,2021-09-18 07:00:00,2021-09-18 11:08:00,Nashik,536,CYBERCRIME,20,M,Poison,Other Crime,16,No,,,,
15044,2021-09-19 14:00:00,2021-09-18 19:00:00,2021-09-19 14:21:00,Visakhapatnam,282,ASSAULT,52,M,Other,Violent Crime,9,Yes,09-10-2021 14:00,,,
15055,2021-09-20 23:00:00,2021-09-19 06:00:00,2021-09-20 01:42:00,Nashik,555,SHOPLIFTING,41,M,,Other Crime,12,Yes,04-10-2021 23:00,,,
15138,2021-09-24 22:00:00,2021-09-22 17:00:00,2021-09-23 04:49:00,Visakhapatnam,531,FRAUD,50,F,Firearm,Other Crime,14,No,,,,
15162,2021-09-26 04:00:00,2021-09-23 17:00:00,2021-09-24 12:37:00,Vasai,362,FIREARM OFFENSE,13,F,Other,Fire Accident,10,Yes,13-12-2021 04:00,,,
15188,2021-09-26 21:00:00,2021-09-24 19:00:00,2021-09-25 11:45:00,Vasai,152,DRUG OFFENSE,72,M,,Other Crime,13,No,,,,
15221,2021-09-27 10:00:00,2021-09-26 04:00:00,2021-09-26 09:09:00,Visakhapatnam,184,ASSAULT,19,F,Blunt Object,Violent Crime,2,Yes,19-12-2021 10:00,,,
15236,2021-09-27 08:00:00,2021-09-26 19:00:00,2021-09-27 14:30:00,Visakhapatnam,185,TRAFFIC VIOLATION,25,M,Blunt Object,Traffic Fatality,8,Yes,19-10-2021 08:00,,,
15263,2021-09-30 18:00:00,2021-09-27 22:00:00,2021-09-28 17:14:00,Vasai,569,VANDALISM,14,F,Other,Other Crime,19,No,,,,
15272,2021-09-30 12:00:00,2021-09-28 07:00:00,2021-09-28 19:35:00,Vasai,595,COUNTERFEITING,46,F,Knife,Other Crime,11,No,,,,
15279,2021-10-01 05:00:00,2021-09-28 14:00:00,2021-09-28 17:23:00,Visakhapatnam,185,FIREARM OFFENSE,21,M,Knife,Fire Accident,11,No,,,,
15391,2021-10-05 22:00:00,2021-10-03 06:00:00,2021-10-03 10:06:00,Vasai,235,TRAFFIC VIOLATION,11,F,Poison,Traffic Fatality,14,No,,,,
15437,2021-10-07 11:00:00,2021-10-05 04:00:00,2021-10-05 22:52:00,Vasai,307,VEHICLE - STOLEN,56,F,Knife,Violent Crime,5,No,,,,
15441,2021-10-06 08:00:00,2021-10-05 08:00:00,2021-10-05 10:11:00,Visakhapatnam,174,ILLEGAL POSSESSION,46,F,Poison,Other Crime,9,No,,,,
15457,2021-10-06 17:00:00,2021-10-06 00:00:00,2021-10-06 15:24:00,Visakhapatnam,502,BURGLARY,37,M,,Other Crime,10,No,,,,
15493,2021-10-08 21:00:00,2021-10-07 12:00:00,2021-10-07 12:30:00,Visakhapatnam,486,ASSAULT,21,F,,Violent Crime,3,Yes,06-11-2021 21:00,,,
15506,2021-10-10 10:00:00,2021-10-08 01:00:00,2021-10-08 21:21:00,Nashik,392,ARSON,15,F,Other,Fire Accident,2,Yes,07-01-2022 10:00,,,
15610,2021-10-14 02:00:00,2021-10-12 09:00:00,2021-10-12 09:34:00,Vasai,157,FIREARM OFFENSE,25,F,Other,Fire Accident,14,Yes,11-11-2021 02:00,,,
15624,2021-10-15 05:00:00,2021-10-12 23:00:00,2021-10-13 17:09:00,Visakhapatnam,250,SHOPLIFTING,20,F,Explosives,Other Crime,13,Yes,02-01-2022 05:00,,,
15643,2021-10-15 01:00:00,2021-10-13 18:00:00,2021-10-14 09:13:00,Visakhapatnam,102,ILLEGAL POSSESSION,47,M,Other,Other Crime,11,No,,,,
15665,2021-10-16 16:00:00,2021-10-14 16:00:00,2021-10-15 08:16:00,Nashik,357,KIDNAPPING,79,M,Poison,Other Crime,1,No,,,,
15687,2021-10-16 23:00:00,2021-10-15 14:00:00,2021-10-16 05:34:00,Nashik,292,IDENTITY THEFT,72,M,Other,Violent Crime,12,No,,,,
15712,2021-10-17 04:00:00,2021-10-16 15:00:00,2021-10-17 14:01:00,Visakhapatnam,167,FIREARM OFFENSE,39,F,Knife,Fire Accident,9,No,,,,
15725,2021-10-17 10:00:00,2021-10-17 04:00:00,2021-10-17 09:00:00,Visakhapatnam,185,VANDALISM,41,M,Knife,Other Crime,4,No,,,,
15848,2021-10-22 16:00:00,2021-10-22 07:00:00,2021-10-22 11:18:00,Nashik,560,BURGLARY,54,F,Knife,Other Crime,4,Yes,09-04-2022 16:00,,,
15893,2021-10-24 15:00:00,2021-10-24 04:00:00,2021-10-24 07:22:00,Nashik,367,BURGLARY,44,F,Other,Other Crime,18,No,,,,
15910,2021-10-26 10:00:00,2021-10-24 21:00:00,2021-10-24 22:52:00,Nashik,271,ARSON,41,F,Explosives,Fire Accident,8,Yes,07-12-2021 10:00,,,
15932,2021-10-28 17:00:00,2021-10-25 19:00:00,2021-10-26 10:04:00,Visakhapatnam,401,ARSON,54,M,Other,Fire Accident,12,Yes,22-12-2021 17:00,,,
15936,2021-10-27 10:00:00,2021-10-25 23:00:00,2021-10-26 10:10:00,Visakhapatnam,480,HOMICIDE,29,M,Firearm,Other Crime,19,Yes,26-09-2022 10:00,,,
16005,2021-10-29 18:00:00,2021-10-28 20:00:00,2021-10-28 20:43:00,Visakhapatnam,227,ARSON,11,F,Other,Fire Accident,2,No,,,,
16010,2021-10-29 23:00:00,2021-10-29 01:00:00,2021-10-29 22:59:00,Nashik,124,DRUG OFFENSE,25,M,Firearm,Other Crime,12,No,,,,
16013,2021-10-29 19:00:00,2021-10-29 04:00:00,2021-10-29 07:20:00,Visakhapatnam,120,IDENTITY THEFT,49,M,Poison,Violent Crime,8,Yes,07-01-2022 19:00,,,
16032,2021-10-30 00:00:00,2021-10-29 23:00:00,2021-10-30 21:17:00,Nashik,327,DOMESTIC VIOLENCE,63,M,Other,Violent Crime,3,No,,,,
16107,2021-11-05 00:00:00,2021-11-02 02:00:00,2021-11-02 04:46:00,Visakhapatnam,255,VANDALISM,32,M,Blunt Object,Other Crime,16,No,,,,
16126,2021-11-05 18:00:00,2021-11-02 21:00:00,2021-11-03 04:51:00,Visakhapatnam,179,PUBLIC INTOXICATION,65,F,Poison,Other Crime,14,No,,,,
16140,2021-11-05 09:00:00,2021-11-03 11:00:00,2021-11-04 09:27:00,Nashik,311,BURGLARY,67,F,Other,Other Crime,17,Yes,28-04-2022 09:00,,,
16176,2021-11-07 01:00:00,2021-11-04 23:00:00,2021-11-05 16:51:00,Nashik,265,ILLEGAL POSSESSION,48,M,Knife,Other Crime,12,Yes,20-12-2021 01:00,,,
16184,2021-11-07 21:00:00,2021-11-05 07:00:00,2021-11-05 17:22:00,Nashik,515,TRAFFIC VIOLATION,11,F,Blunt Object,Traffic Fatality,11,No,,,,
16190,2021-11-06 11:00:00,2021-11-05 13:00:00,2021-11-06 10:55:00,Visakhapatnam,172,EXTORTION,61,F,Poison,Other Crime,4,Yes,21-12-2021 11:00,,,
16263,2021-11-11 03:00:00,2021-11-08 14:00:00,2021-11-09 07:55:00,Visakhapatnam,180,IDENTITY THEFT,38,F,Other,Violent Crime,2,Yes,24-01-2022 03:00,,,
16279,2021-11-10 19:00:00,2021-11-09 06:00:00,2021-11-09 19:44:00,Visakhapatnam,381,ROBBERY,35,F,Other,Violent Crime,11,Yes,31-12-2021 19:00,,,
16290,2021-11-12 02:00:00,2021-11-09 17:00:00,2021-11-10 08:38:00,Visakhapatnam,479,ASSAULT,40,M,Firearm,Violent Crime,15,Yes,13-01-2022 02:00,,,
16382,2021-11-15 02:00:00,2021-11-13 13:00:00,2021-11-14 07:39:00,Vasai,114,IDENTITY THEFT,52,M,Explosives,Violent Crime,5,No,,,,
16383,2021-11-16 10:00:00,2021-11-13 14:00:00,2021-11-13 20:34:00,Nashik,187,ASSAULT,77,M,Firearm,Violent Crime,19,No,,,,
16399,2021-11-16 13:00:00,2021-11-14 06:00:00,2021-11-14 12:44:00,Visakhapatnam,304,TRAFFIC VIOLATION,60,M,Poison,Traffic Fatality,15,No,,,,
16404,2021-11-15 01:00:00,2021-11-14 11:00:00,2021-11-15 10:54:00,Vasai,554,CYBERCRIME,28,F,Firearm,Other Crime,1,No,,,,
16415,2021-11-16 01:00:00,2021-11-14 22:00:00,2021-11-15 06:28:00,Vasai,465,EXTORTION,54,F,Other,Other Crime,12,No,,,,
16453,2021-11-17 07:00:00,2021-11-16 12:00:00,2021-11-17 02:33:00,Vasai,231,EXTORTION,68,F,Other,Other Crime,17,No,,,,
16471,2021-11-17 14:00:00,2021-11-17 06:00:00,2021-11-17 11:04:00,Vasai,501,SEXUAL ASSAULT,73,X,Explosives,Violent Crime,17,Yes,13-06-2022 14:00,,,
16476,2021-11-20 08:00:00,2021-11-17 11:00:00,2021-11-18 08:14:00,Visakhapatnam,173,DRUG OFFENSE,42,X,Firearm,Other Crime,2,Yes,11-01-2022 08:00,,,
16487,2021-11-19 20:00:00,2021-11-17 22:00:00,2021-11-18 19:58:00,Vasai,470,EXTORTION,12,X,Other,Other Crime,4,No,,,,
16517,2021-11-21 07:00:00,2021-11-19 04:00:00,2021-11-20 00:41:00,Visakhapatnam,385,HOMICIDE,14,X,Other,Other Crime,13,Yes,10-07-2022 07:00,,,
16522,2021-11-19 14:00:00,2021-11-19 09:00:00,2021-11-19 19:21:00,Nashik,488,BURGLARY,39,M,Other,Other Crime,18,No,,,,
16541,2021-11-20 22:00:00,2021-11-20 04:00:00,2021-11-20 14:51:00,Visakhapatnam,442,PUBLIC INTOXICATION,19,F,Other,Other Crime,12,Yes,25-11-2021 22:00,,,
16610,2021-11-23 16:00:00,2021-11-23 01:00:00,2021-11-23 07:28:00,Visakhapatnam,492,BURGLARY,45,M,Poison,Other Crime,6,No,,,,
16629,2021-11-25 23:00:00,2021-11-23 20:00:00,2021-11-24 05:31:00,Vasai,456,PUBLIC INTOXICATION,16,X,Blunt Object,Other Crime,13,Yes,07-12-2021 23:00,,,
16705,2021-11-29 11:00:00,2021-11-27 00:00:00,2021-11-27 09:00:00,Vasai,151,EXTORTION,42,F,Explosives,Other Crime,5,No,,,,
16715,2021-11-29 12:00:00,2021-11-27 10:00:00,2021-11-27 19:54:00,Vasai,282,EXTORTION,73,X,Knife,Other Crime,3,No,,,,
16797,2021-12-03 18:00:00,2021-11-30 20:00:00,2021-12-01 07:30:00,Visakhapatnam,461,SEXUAL ASSAULT,23,X,Knife,Violent Crime,14,Yes,08-11-2023 18:00,,,
16814,2021-12-02 07:00:00,2021-12-01 13:00:00,2021-12-01 15:18:00,Vasai,587,ILLEGAL POSSESSION,29,F,Explosives,Other Crime,10,No,,,,
16847,2021-12-05 04:00:00,2021-12-02 22:00:00,2021-12-03 18:30:00,Visakhapatnam,192,VEHICLE - STOLEN,68,M,Knife,Violent Crime,13,Yes,23-12-2021 04:00,,,
16869,2021-12-06 09:00:00,2021-12-03 20:00:00,2021-12-04 04:14:00,Nashik,527,ARSON,31,F,Blunt Object,Fire Accident,18,No,,,,
16947,2021-12-07 18:00:00,2021-12-07 02:00:00,2021-12-07 11:26:00,Visakhapatnam,289,SEXUAL ASSAULT,19,X,Firearm,Violent Crime,14,No,,,,
16996,2021-12-11 03:00:00,2021-12-09 03:00:00,2021-12-09 23:21:00,Visakhapatnam,367,CYBERCRIME,45,M,Blunt Object,Other Crime,18,No,,,,
17062,2021-12-13 21:00:00,2021-12-11 21:00:00,2021-12-12 19:01:00,Vasai,163,BURGLARY,63,F,Other,Other Crime,16,No,,,,
17068,2021-12-14 22:00:00,2021-12-12 03:00:00,2021-12-12 05:51:00,Nashik,264,SEXUAL ASSAULT,62,M,Poison,Violent Crime,2,Yes,29-10-2022 22:00,,,
17075,2021-12-14 05:00:00,2021-12-12 10:00:00,2021-12-13 08:41:00,Nashik,110,TRAFFIC VIOLATION,71,F,Other,Traffic Fatality,14,Yes,25-12-2021 05:00,,,
17081,2021-12-14 16:00:00,2021-12-12 16:00:00,2021-12-12 22:25:00,Visakhapatnam,542,ARSON,37,F,Knife,Fire Accident,12,No,,,,
17139,2021-12-17 05:00:00,2021-12-15 02:00:00,2021-12-15 08:36:00,Visakhapatnam,594,DRUG OFFENSE,52,M,Firearm,Other Crime,11,No,,,,
17227,2021-12-21 10:00:00,2021-12-18 18:00:00,2021-12-19 03:32:00,Visakhapatnam,479,ILLEGAL POSSESSION,25,M,Firearm,Other Crime,17,Yes,08-03-2022 10:00,,,
17256,2021-12-22 22:00:00,2021-12-19 23:00:00,2021-12-20 16:41:00,Vasai,450,IDENTITY THEFT,77,X,Firearm,Violent Crime,4,No,,,,
17274,2021-12-21 21:00:00,2021-12-20 17:00:00,2021-12-21 08:48:00,Vasai,148,TRAFFIC VIOLATION,64,X,Other,Traffic Fatality,2,No,,,,
17279,2021-12-23 00:00:00,2021-12-20 22:00:00,2021-12-21 07:32:00,Visakhapatnam,372,VEHICLE - STOLEN,58,M,Explosives,Violent Crime,17,No,,,,
17313,2021-12-22 21:00:00,2021-12-22 08:00:00,2021-12-22 21:32:00,Visakhapatnam,390,COUNTERFEITING,43,X,Explosives,Other Crime,3,No,,,,
17371,2021-12-25 19:00:00,2021-12-24 18:00:00,2021-12-24 19:26:00,Visakhapatnam,356,TRAFFIC VIOLATION,44,X,Other,Traffic Fatality,11,Yes,19-01-2022 19:00,,,
17373,2021-12-26 17:00:00,2021-12-24 20:00:00,2021-12-25 16:44:00,Visakhapatnam,585,ILLEGAL POSSESSION,33,F,Other,Other Crime,12,Yes,08-01-2022 17:00,,,
17421,2021-12-28 22:00:00,2021-12-26 20:00:00,2021-12-27 15:21:00,Vasai,112,FRAUD,46,M,Blunt Object,Other Crime,3,Yes,25-01-2022 22:00,,,
17456,2021-12-30 03:00:00,2021-12-28 07:00:00,2021-12-29 02:07:00,Visakhapatnam,223,SEXUAL ASSAULT,64,F,Other,Violent Crime,14,Yes,12-07-2023 03:00,,,
17471,2021-12-29 08:00:00,2021-12-28 22:00:00,2021-12-29 12:35:00,Nashik,296,FRAUD,44,X,Poison,Other Crime,8,Yes,20-02-2022 08:00,,,
17474,2021-12-29 13:00:00,2021-12-29 01:00:00,2021-12-29 07:08:00,Visakhapatnam,181,ASSAULT,11,M,Firearm,Violent Crime,8,No,,,,
17477,2021-12-29 07:00:00,2021-12-29 04:00:00,2021-12-29 04:50:00,Visakhapatnam,449,EXTORTION,14,M,Firearm,Other Crime,2,Yes,21-03-2022 07:00,,,
17490,2021-12-30 19:00:00,2021-12-29 17:00:00,2021-12-30 04:22:00,Visakhapatnam,234,TRAFFIC VIOLATION,41,F,Other,Traffic Fatality,5,No,,,,
17519,2021-12-31 14:00:00,2021-12-30 22:00:00,2021-12-31 07:29:00,Vasai,502,COUNTERFEITING,75,M,Other,Other Crime,5,No,,,,
17524,2021-12-31 12:00:00,2021-12-31 03:00:00,2021-12-31 17:10:00,Nashik,469,PUBLIC INTOXICATION,54,F,Poison,Other Crime,6,Yes,20-01-2022 12:00,,,
17535,2022-01-02 02:00:00,2021-12-31 14:00:00,2022-01-01 03:22:00,Visakhapatnam,316,CYBERCRIME,33,X,,Other Crime,11,No,,,,
17553,2022-01-02 04:00:00,2022-01-01 08:00:00,2022-01-02 07:57:00,Vasai,216,TRAFFIC VIOLATION,75,X,Knife,Traffic Fatality,1,No,,,,
17565,2022-01-03 18:00:00,2022-01-01 20:00:00,2022-01-02 07:37:00,Visakhapatnam,581,SEXUAL ASSAULT,41,M,Knife,Violent Crime,19,No,,,,
17581,2022-01-05 06:00:00,2022-01-02 12:00:00,2022-01-03 08:32:00,Nashik,273,ILLEGAL POSSESSION,72,M,Other,Other Crime,12,No,,,,
17614,2022-01-06 16:00:00,2022-01-03 21:00:00,2022-01-04 20:09:00,Visakhapatnam,150,FIREARM OFFENSE,29,F,Blunt Object,Fire Accident,10,No,,,,
17627,2022-01-04 16:00:00,2022-01-04 10:00:00,2022-01-04 16:59:00,Visakhapatnam,233,TRAFFIC VIOLATION,68,F,Blunt Object,Traffic Fatality,18,No,,,,
17632,2022-01-04 16:00:00,2022-01-04 15:00:00,2022-01-05 01:41:00,Vasai,288,ILLEGAL POSSESSION,18,F,Explosives,Other Crime,19,Yes,08-02-2022 16:00,,,
17653,2022-01-05 21:00:00,2022-01-05 12:00:00,2022-01-06 04:01:00,Vasai,578,TRAFFIC VIOLATION,68,M,,Traffic Fatality,1,No,,,,
17666,2022-01-08 14:00:00,2022-01-06 01:00:00,2022-01-06 20:52:00,Nashik,162,BURGLARY,78,X,Knife,Other Crime,10,No,,,,
17681,2022-01-07 21:00:00,2022-01-06 16:00:00,2022-01-07 10:17:00,Visakhapatnam,571,IDENTITY THEFT,47,M,Firearm,Violent Crime,12,Yes,20-02-2022 21:00,,,
17703,2022-01-09 04:00:00,2022-01-07 14:00:00,2022-01-08 10:37:00,Visakhapatnam,332,VEHICLE - STOLEN,51,X,Other,Violent Crime,16,No,,,,
17718,2022-01-10 01:00:00,2022-01-08 05:00:00,2022-01-09 03:06:00,Visakhapatnam,209,TRAFFIC VIOLATION,44,M,Poison,Traffic Fatality,15,No,,,,
17730,2022-01-09 01:00:00,2022-01-08 17:00:00,2022-01-08 22:24:00,Visakhapatnam,227,BURGLARY,59,X,Poison,Other Crime,17,Yes,14-02-2022 01:00,,,
17766,2022-01-12 20:00:00,2022-01-10 05:00:00,2022-01-11 00:33:00,Vasai,545,DOMESTIC VIOLENCE,79,X,Blunt Object,Violent Crime,16,No,,,,
17767,2022-01-11 15:00:00,2022-01-10 06:00:00,2022-01-11 04:15:00,Visakhapatnam,303,ARSON,79,F,Explosives,Fire Accident,7,Yes,26-02-2022 15:00,,,
17788,2022-01-13 07:00:00,2022-01-11 03:00:00,2022-01-11 06:13:00,Vasai,482,ROBBERY,32,X,Firearm,Violent Crime,13,No,,,,
17808,2022-01-13 17:00:00,2022-01-11 23:00:00,2022-01-12 01:31:00,Visakhapatnam,102,COUNTERFEITING,43,F,,Other Crime,13,No,,,,
17809,2022-01-12 05:00:00,2022-01-12 00:00:00,2022-01-12 20:48:00,Visakhapatnam,522,PUBLIC INTOXICATION,30,X,Knife,Other Crime,3,Yes,30-01-2022 05:00,,,
17810,2022-01-14 08:00:00,2022-01-12 01:00:00,2022-01-12 10:06:00,Vasai,527,VEHICLE - STOLEN,25,F,Explosives,Violent Crime,15,Yes,23-02-2022 08:00,,,
17830,2022-01-15 04:00:00,2022-01-12 21:00:00,2022-01-13 14:07:00,Vasai,556,PUBLIC INTOXICATION,47,M,Other,Other Crime,9,Yes,10-02-2022 04:00,,,
17836,2022-01-13 04:00:00,2022-01-13 03:00:00,2022-01-13 09:01:00,Vasai,141,IDENTITY THEFT,70,X,,Violent Crime,4,No,,,,
17868,2022-01-16 18:00:00,2022-01-14 11:00:00,2022-01-15 07:50:00,Nashik,466,SEXUAL ASSAULT,40,X,Blunt Object,Violent Crime,15,Yes,30-10-2023 18:00,,,
17875,2022-01-17 00:00:00,2022-01-14 18:00:00,2022-01-15 06:07:00,Nashik,144,FIREARM OFFENSE,54,X,Knife,Fire Accident,13,Yes,10-04-2022 00:00,,,
17883,2022-01-18 01:00:00,2022-01-15 02:00:00,2022-01-15 19:06:00,Vasai,534,ILLEGAL POSSESSION,65,F,Explosives,Other Crime,9,No,,,,
17901,2022-01-17 06:00:00,2022-01-15 20:00:00,2022-01-15 23:18:00,Vasai,236,EXTORTION,46,X,Knife,Other Crime,15,No,,,,
17912,2022-01-19 02:00:00,2022-01-16 07:00:00,2022-01-16 16:11:00,Nashik,342,HOMICIDE,58,M,Poison,Other Crime,5,No,,,,
17927,2022-01-17 12:00:00,2022-01-16 22:00:00,2022-01-17 01:41:00,Vasai,347,FIREARM OFFENSE,49,X,Firearm,Fire Accident,5,No,,,,
17938,2022-01-19 22:00:00,2022-01-17 09:00:00,2022-01-18 03:05:00,Visakhapatnam,175,FIREARM OFFENSE,69,X,,Fire Accident,14,Yes,20-02-2022 22:00,,,
17962,2022-01-19 20:00:00,2022-01-18 09:00:00,2022-01-19 03:15:00,Nashik,354,VEHICLE - STOLEN,64,X,Poison,Violent Crime,1,No,,,,
17963,2022-01-20 11:00:00,2022-01-18 10:00:00,2022-01-18 12:39:00,Vasai,546,ASSAULT,54,M,Blunt Object,Violent Crime,12,No,,,,
18000,2022-01-21 18:00:00,2022-01-19 23:00:00,2022-01-19 23:48:00,Visakhapatnam,396,KIDNAPPING,71,M,,Other Crime,11,No,,,,
18001,2022-01-22 08:00:00,2022-01-20 00:00:00,2022-01-20 15:30:00,Visakhapatnam,515,CYBERCRIME,13,F,,Other Crime,19,No,,,,
18011,2022-01-23 00:00:00,2022-01-20 10:00:00,2022-01-20 23:19:00,Vasai,279,ROBBERY,67,F,Firearm,Violent Crime,5,Yes,09-06-2022 00:00,,,
18017,2022-01-23 10:00:00,2022-01-20 16:00:00,2022-01-20 18:53:00,Nashik,173,KIDNAPPING,33,M,Explosives,Other Crime,8,Yes,08-04-2022 10:00,,,
18063,2022-01-22 21:00:00,2022-01-22 14:00:00,2022-01-23 02:26:00,Visakhapatnam,212,FIREARM OFFENSE,34,X,Firearm,Fire Accident,5,Yes,31-03-2022 21:00,,,
18079,2022-01-24 19:00:00,2022-01-23 06:00:00,2022-01-24 01:29:00,Vasai,518,PUBLIC INTOXICATION,19,X,Knife,Other Crime,7,Yes,06-02-2022 19:00,,,
18082,2022-01-24 17:00:00,2022-01-23 09:00:00,2022-01-24 06:04:00,Visakhapatnam,397,ILLEGAL POSSESSION,33,M,Blunt Object,Other Crime,4,Yes,14-03-2022 17:00,,,
18115,2022-01-25 17:00:00,2022-01-24 18:00:00,2022-01-24 21:02:00,Nashik,224,KIDNAPPING,71,M,Poison,Other Crime,12,No,,,,
18123,2022-01-27 14:00:00,2022-01-25 02:00:00,2022-01-25 03:01:00,Nashik,133,HOMICIDE,49,F,Other,Other Crime,2,Yes,19-08-2023 14:00,,,
18132,2022-01-27 05:00:00,2022-01-25 11:00:00,2022-01-25 17:32:00,Visakhapatnam,107,EXTORTION,70,X,Blunt Object,Other Crime,15,No,,,,
18152,2022-01-26 23:00:00,2022-01-26 07:00:00,2022-01-26 21:29:00,Visakhapatnam,326,FRAUD,35,M,Knife,Other Crime,4,No,,,,
18268,2022-02-01 07:00:00,2022-01-31 03:00:00,2022-01-31 19:34:00,Visakhapatnam,481,COUNTERFEITING,32,X,Firearm,Other Crime,6,Yes,19-04-2022 07:00,,,
18355,2022-02-04 11:00:00,2022-02-03 18:00:00,2022-02-03 23:25:00,Vasai,189,SEXUAL ASSAULT,13,X,,Violent Crime,12,Yes,30-10-2023 11:00,,,
18366,2022-02-05 11:00:00,2022-02-04 05:00:00,2022-02-05 01:12:00,Visakhapatnam,372,PUBLIC INTOXICATION,18,M,Other,Other Crime,6,Yes,12-02-2022 11:00,,,
18387,2022-02-07 04:00:00,2022-02-05 02:00:00,2022-02-05 14:32:00,Visakhapatnam,291,EXTORTION,13,M,Knife,Other Crime,15,Yes,22-04-2022 04:00,,,
18484,2022-02-09 11:00:00,2022-02-09 03:00:00,2022-02-09 10:08:00,Visakhapatnam,366,CYBERCRIME,25,X,Poison,Other Crime,3,No,,,,
18539,2022-02-14 00:00:00,2022-02-11 10:00:00,2022-02-12 03:47:00,Nashik,596,HOMICIDE,77,X,Poison,Other Crime,7,No,,,,
18597,2022-02-15 02:00:00,2022-02-13 20:00:00,2022-02-14 09:44:00,Vasai,555,DRUG OFFENSE,13,M,Firearm,Other Crime,12,Yes,30-04-2022 02:00,,,
18598,2022-02-15 15:00:00,2022-02-13 21:00:00,2022-02-14 14:15:00,Visakhapatnam,410,ILLEGAL POSSESSION,45,F,Poison,Other Crime,19,No,,,,
18612,2022-02-16 10:00:00,2022-02-14 11:00:00,2022-02-14 17:41:00,Nashik,455,ROBBERY,69,F,,Violent Crime,17,Yes,23-03-2022 10:00,,,
18617,2022-02-17 07:00:00,2022-02-14 16:00:00,2022-02-15 08:25:00,Vasai,355,ARSON,67,X,Firearm,Fire Accident,2,No,,,,
18618,2022-02-16 10:00:00,2022-02-14 17:00:00,2022-02-15 09:09:00,Nashik,360,FRAUD,44,F,Blunt Object,Other Crime,5,Yes,06-03-2022 10:00,,,
18644,2022-02-17 19:00:00,2022-02-15 19:00:00,2022-02-16 11:30:00,Vasai,143,CYBERCRIME,45,X,Firearm,Other Crime,10,No,,,,
18681,2022-02-18 07:00:00,2022-02-17 08:00:00,2022-02-17 23:20:00,Nashik,337,ILLEGAL POSSESSION,33,M,Explosives,Other Crime,5,No,,,,
18688,2022-02-18 21:00:00,2022-02-17 15:00:00,2022-02-18 12:51:00,Nashik,497,PUBLIC INTOXICATION,72,M,,Other Crime,4,Yes,24-02-2022 21:00,,,
18794,2022-02-23 05:00:00,2022-02-22 01:00:00,2022-02-22 21:06:00,Visakhapatnam,131,CYBERCRIME,20,M,Firearm,Other Crime,5,No,,,,
18835,2022-02-26 07:00:00,2022-02-23 18:00:00,2022-02-24 15:16:00,Nashik,216,EXTORTION,19,M,Explosives,Other Crime,18,Yes,03-04-2022 07:00,,,
18839,2022-02-26 06:00:00,2022-02-23 22:00:00,2022-02-24 04:49:00,Visakhapatnam,267,TRAFFIC VIOLATION,58,X,Knife,Traffic Fatality,12,Yes,25-03-2022 06:00,,,
